OC_ANO,OC_MES,OC_DIA_SEMANA,OC_DIA,OC_PERIODO_DIA,OC_BAIRRO,OC_SUBCATEGORIA
2018,1,4,10,1,5,9
2019,3,1,24,3,6,4
2015,8,1,2,3,44,2
2016,2,5,25,1,19,9
2017,10,1,1,2,12,7
2020,8,7,29,1,45,10
2020,5,7,16,2,15,10
2017,7,2,31,4,8,6
2018,8,6,3,2,28,10
2017,1,5,26,3,4,3
2018,5,5,17,1,5,1
2015,5,3,26,2,2,8
2019,4,2,29,1,5,8
2018,3,5,8,2,5,9
2020,1,4,29,3,50,8
2018,6,1,10,3,39,10
2020,4,7,25,3,31,7
2019,1,5,17,2,19,6
2018,12,7,29,4,19,4
2017,5,2,1,4,32,8
2017,4,5,13,2,45,1
2018,5,2,7,3,33,9
2017,6,6,9,2,5,9
2020,3,5,5,2,30,5
2019,5,1,12,3,3,1
2015,8,1,2,2,31,5
2017,12,1,10,1,2,5
2018,1,3,2,4,55,6
2020,3,6,13,1,38,10
2018,4,5,12,4,9,1
2018,10,4,3,3,31,10
2016,12,4,14,1,23,8
2018,8,2,20,2,38,10
2015,3,5,12,2,30,9
2020,5,5,21,3,16,3
2018,7,6,27,2,25,6
2019,2,3,5,1,3,1
2020,3,6,13,1,5,9
2020,11,5,19,4,42,3
2019,4,4,10,3,54,8
2019,11,5,14,2,18,7
2020,2,7,22,4,35,6
2020,3,1,15,2,25,10
2016,3,2,21,3,40,1
2018,5,6,25,3,38,5
2020,3,7,21,1,15,10
2020,4,5,16,2,30,6
2020,12,7,5,2,21,5
2020,5,7,30,2,24,10
2018,12,1,9,1,37,5
2017,3,1,5,3,26,7
2015,2,3,24,1,7,4
2015,12,5,10,4,5,2
2020,4,1,26,2,3,7
2016,4,5,28,1,52,9
2020,12,4,2,1,26,7
2015,2,2,16,3,41,4
2015,6,6,26,4,31,4
2017,5,2,22,3,5,6
2020,4,3,28,2,56,10
2019,6,1,9,2,14,7
2020,6,1,28,2,28,10
2017,1,5,19,2,38,1
2020,4,4,1,3,6,5
2020,1,7,25,2,2,5
2017,9,1,10,2,45,5
2015,7,5,2,2,27,9
2015,9,2,14,4,31,3
2017,8,6,4,2,30,8
2015,9,4,23,2,5,9
2019,8,5,8,2,5,4
2018,9,4,12,1,5,9
2019,8,6,16,4,5,3
2015,2,3,17,4,23,9
2020,5,5,21,2,36,10
2018,5,1,20,2,54,6
2016,12,6,23,3,25,6
2015,3,2,2,3,48,4
2017,7,4,19,2,24,9
2015,11,6,27,1,12,1
2016,9,2,26,3,55,3
2020,5,5,7,3,19,6
2016,2,7,20,3,7,1
2020,8,1,30,2,17,10
2015,5,1,10,3,30,2
2017,7,6,14,1,9,1
2016,8,7,27,2,33,1
2020,10,7,10,3,9,10
2015,9,1,13,3,45,1
2016,3,2,14,3,25,1
2016,5,4,4,3,28,1
2020,10,3,13,2,9,9
2020,12,3,8,1,23,9
2019,3,5,28,4,30,5
2016,11,6,25,2,7,1
2018,1,3,9,1,53,6
2016,12,6,9,3,55,1
2018,12,6,14,3,36,5
2015,4,3,21,2,28,5
2018,9,2,24,4,58,6
2018,9,4,19,1,18,1
2017,12,2,4,3,9,7
2020,6,6,12,1,19,6
2018,6,5,14,1,25,4
2019,6,1,30,1,30,6
2020,10,2,5,2,25,9
2020,4,2,27,1,19,10
2017,5,5,11,2,45,9
2015,2,2,9,3,5,1
2015,6,4,3,4,4,3
2019,4,3,16,2,5,9
2017,10,3,3,4,9,7
2020,3,2,30,3,19,6
2018,4,1,8,2,45,7
2017,3,7,25,1,54,7
2019,3,6,29,1,20,9
2016,11,2,21,4,25,1
2015,3,6,20,2,71,9
2015,8,5,13,1,30,1
2017,9,7,23,1,39,6
2019,8,4,21,1,5,1
2016,2,4,17,2,9,9
2020,12,1,20,2,9,7
2018,7,6,20,2,26,10
2019,4,5,11,3,5,8
2017,4,6,21,1,33,1
2015,10,6,2,3,21,1
2017,8,5,3,4,46,5
2016,11,4,23,3,5,4
2015,4,5,2,2,45,9
2018,7,6,20,1,8,3
2019,2,1,17,4,9,3
2017,6,7,17,4,5,4
2015,6,6,26,2,25,4
2020,8,3,4,2,54,10
2019,12,2,30,2,3,7
2019,9,3,10,3,3,8
2020,7,7,18,3,47,10
2015,6,2,1,2,3,6
2015,9,5,24,3,33,1
2018,9,3,25,3,30,10
2017,1,7,28,2,9,7
2017,8,2,7,1,30,6
2019,11,3,12,2,16,1
2020,5,3,26,2,61,10
2020,3,6,20,2,26,10
2015,8,1,2,2,5,9
2015,7,1,19,4,12,5
2020,8,4,12,2,50,7
2018,7,3,10,4,25,6
2018,11,4,21,2,32,9
2020,5,4,6,2,41,10
2017,9,2,25,2,10,5
2020,4,1,19,3,5,9
2015,2,3,3,2,19,1
2015,12,5,3,1,30,5
2016,1,7,16,3,15,5
2018,4,7,14,3,42,7
2015,8,6,7,3,30,1
2020,1,6,10,2,35,7
2019,9,2,16,3,30,9
2015,5,5,21,2,55,2
2019,4,4,24,3,66,5
2019,6,5,27,2,45,1
2019,12,5,12,4,5,5
2018,5,3,1,2,12,7
2017,11,5,30,3,25,1
2019,3,1,10,2,6,7
2017,2,2,20,3,70,3
2018,4,2,23,2,5,9
2018,5,5,31,3,13,1
2017,12,4,13,3,2,9
2017,2,7,25,1,5,9
2020,3,3,31,2,28,10
2019,3,3,26,3,9,3
2015,12,5,31,3,5,1
2020,4,7,25,1,21,10
2020,3,6,6,3,9,10
2016,2,6,12,3,7,1
2017,4,4,5,3,50,1
2015,11,1,15,2,2,8
2015,2,2,16,4,9,3
2017,9,7,2,4,5,5
2018,8,2,6,1,60,1
2019,10,6,18,3,7,5
2020,5,2,18,2,9,7
2018,7,6,6,1,33,5
2016,4,7,9,4,21,4
2018,5,1,27,3,39,4
2020,8,3,18,1,9,10
2020,5,7,30,2,9,6
2019,3,1,17,3,7,5
2017,2,7,11,2,15,3
2016,11,4,16,2,64,4
2016,7,6,22,2,40,1
2018,11,6,2,2,25,7
2015,2,1,8,3,9,2
2019,2,7,2,2,9,7
2015,7,4,22,3,9,5
2018,11,5,29,3,15,1
2018,1,5,25,4,20,1
2015,4,7,11,4,5,4
2019,1,2,7,1,9,10
2019,9,7,28,2,60,5
2015,9,7,12,2,29,3
2015,8,7,1,4,68,9
2015,8,1,9,4,12,5
2019,3,3,26,3,15,7
2015,2,4,25,3,30,3
2020,11,6,13,3,52,10
2015,4,1,5,3,23,9
2020,5,5,7,3,41,10
2015,4,7,18,3,5,1
2016,2,1,7,3,25,1
2020,8,2,24,4,9,6
2020,4,6,3,1,26,10
2015,2,2,2,3,25,1
2019,8,7,17,1,11,7
2019,8,5,15,3,5,9
2017,5,7,20,4,30,7
2018,4,2,30,3,19,1
2015,1,6,23,3,25,7
2016,1,3,26,4,4,3
2015,7,6,10,3,64,1
2015,9,3,15,4,31,4
2019,12,6,13,2,23,9
2019,10,3,1,3,4,9
2015,1,2,26,3,63,7
2016,4,1,24,2,1,3
2015,2,4,11,3,9,9
2019,9,5,26,2,25,1
2015,1,6,16,3,33,8
2019,11,6,15,1,5,9
2020,10,2,5,2,45,10
2015,5,1,31,2,15,6
2018,5,4,9,1,25,10
2018,1,4,10,3,9,7
2020,4,4,15,3,15,1
2015,9,6,25,4,5,6
2020,3,7,21,3,9,10
2015,11,3,10,2,36,5
2017,2,6,24,3,31,5
2020,8,7,8,4,28,7
2015,12,3,29,2,45,9
2016,10,7,22,2,31,4
2018,9,5,27,2,72,9
2015,9,4,16,4,9,3
2015,4,7,18,2,15,5
2015,12,2,7,1,31,4
2020,11,5,5,4,5,6
2020,3,6,6,2,25,10
2017,4,4,5,4,58,5
2018,4,4,11,3,25,5
2017,9,5,7,3,12,7
2018,8,1,19,2,6,3
2015,1,4,7,1,19,1
2016,7,5,28,4,35,6
2017,4,2,17,1,30,6
2018,3,2,26,3,52,1
2015,11,7,28,3,52,1
2017,1,4,11,3,14,6
2017,6,3,27,3,30,5
2020,4,2,20,2,27,10
2017,11,4,15,2,24,7
2017,6,6,9,2,45,1
2020,7,6,24,1,18,10
2020,10,5,8,3,36,10
2019,8,7,17,1,5,10
2015,7,2,13,3,5,6
2017,11,1,26,1,35,6
2020,4,6,3,1,18,10
2019,10,2,14,4,8,3
2019,7,3,16,2,5,9
2015,3,2,16,2,23,9
2019,2,3,26,4,48,6
2020,7,7,25,1,15,8
2018,9,3,4,2,55,10
2018,6,7,16,4,47,3
2017,6,6,9,3,15,1
2018,12,1,16,3,19,5
2017,7,2,17,4,30,3
2020,5,3,26,1,19,10
2017,11,4,1,4,15,5
2018,10,7,27,3,26,10
2020,6,3,9,1,5,9
2015,3,2,30,2,45,4
2015,5,3,12,3,9,3
2016,1,5,28,3,5,9
2016,7,6,15,1,25,1
2018,11,1,18,3,19,7
2019,12,5,19,4,3,5
2015,12,6,11,2,58,1
2015,6,7,20,2,5,9
2020,8,4,12,2,5,9
2020,8,6,28,3,9,10
2019,11,6,29,3,5,5
2019,3,6,22,1,5,9
2017,9,7,9,1,12,10
2018,3,2,19,3,24,7
2019,5,1,12,4,25,6
2020,5,7,16,1,9,10
2016,5,7,21,3,7,1
2015,6,4,24,1,9,1
2020,12,1,13,3,3,1
2016,8,2,15,3,33,1
2017,12,3,12,1,23,9
2019,8,4,14,2,5,9
2015,1,7,31,2,9,5
2016,4,4,27,2,15,1
2020,5,5,7,2,3,10
2015,9,1,27,3,33,1
2015,10,3,27,3,52,1
2018,4,7,21,3,30,5
2018,4,3,24,1,30,9
2020,10,7,17,3,36,10
2015,11,3,17,3,9,7
2017,4,3,18,3,15,1
2019,4,4,24,4,39,6
2019,5,5,23,1,23,9
2017,10,5,19,4,9,7
2020,4,1,26,3,17,10
2020,8,4,26,1,32,9
2019,1,7,12,1,41,9
2020,5,3,19,4,5,8
2020,9,5,3,1,5,9
2019,4,4,3,4,58,5
2015,11,1,22,3,9,3
2018,5,6,4,3,9,10
2018,9,2,24,2,38,9
2016,4,1,17,3,12,5
2018,7,6,20,3,38,1
2019,9,6,13,2,9,9
2015,3,1,29,4,1,7
2016,8,4,31,1,35,7
2020,3,5,5,3,4,10
2016,10,3,4,1,39,7
2020,12,6,11,1,5,10
2020,10,4,21,2,25,7
2020,3,3,31,1,15,10
2017,6,4,28,2,16,1
2015,5,4,27,4,25,6
2019,5,7,4,4,5,5
2018,11,2,12,2,5,9
2016,11,5,10,4,4,3
2016,12,2,12,3,25,1
2020,8,3,11,2,25,10
2015,6,7,20,3,15,1
2015,1,5,22,2,12,5
2017,8,2,28,2,8,9
2016,12,3,13,4,9,6
2018,8,2,6,4,9,3
2016,7,4,13,2,19,3
2018,7,7,7,4,9,3
2019,8,1,4,3,5,9
2019,9,1,1,2,19,1
2018,7,5,19,3,30,5
2015,11,1,22,3,25,7
2017,1,5,26,1,41,9
2016,1,6,15,3,30,7
2015,8,1,2,3,31,3
2016,10,1,23,2,23,8
2019,12,6,20,1,30,6
2015,2,4,25,3,11,1
2020,8,7,1,3,60,10
2015,4,6,17,1,9,9
2019,9,7,14,2,5,9
2017,10,5,5,3,23,7
2020,7,3,14,1,48,10
2018,2,7,17,1,69,6
2020,6,5,11,2,19,10
2020,3,5,26,1,18,10
2020,5,4,6,2,15,10
2018,5,4,23,3,19,7
2016,1,3,26,1,11,3
2019,10,7,19,2,48,7
2019,4,1,7,4,5,4
2015,11,5,12,3,11,1
2018,12,6,28,1,12,10
2015,12,3,8,1,25,9
2019,4,7,13,1,25,9
2016,1,7,16,2,5,9
2016,12,7,17,2,4,3
2015,12,4,2,3,12,8
2016,5,2,2,3,1,1
2020,8,7,15,2,15,10
2018,4,1,29,3,33,8
2015,12,4,16,2,19,1
2016,11,5,17,2,31,9
2016,12,4,28,3,9,5
2020,6,4,24,3,31,10
2016,7,7,16,1,45,6
2020,4,1,26,2,15,10
2019,2,7,9,3,12,1
2019,12,7,7,1,5,9
2015,9,5,17,3,19,1
2020,3,6,13,1,18,10
2015,9,2,14,3,38,9
2019,11,2,4,3,12,5
2016,12,4,7,3,12,7
2015,12,1,6,1,13,6
2016,1,6,8,1,67,7
2016,2,6,12,4,11,3
2019,12,6,27,1,1,1
2020,6,2,22,2,22,10
2015,5,7,30,4,26,4
2017,4,2,24,2,19,9
2015,12,7,19,3,24,6
2016,9,2,12,3,5,9
2020,1,2,27,3,23,9
2018,9,7,15,1,13,1
2020,4,4,29,3,47,10
2015,5,7,23,1,1,1
2015,3,5,12,1,32,8
2015,2,5,5,3,5,5
2018,3,7,24,2,42,7
2017,11,5,30,3,9,5
2020,7,2,27,4,5,6
2020,5,4,13,2,6,10
2019,6,7,15,1,33,9
2020,10,1,4,3,15,10
2015,10,1,25,4,16,8
2018,10,4,3,3,36,9
2015,12,7,12,4,60,4
2018,1,1,14,1,39,9
2019,8,4,14,1,7,8
2016,3,5,3,2,9,7
2018,11,6,16,1,71,7
2015,7,2,6,4,55,1
2017,5,4,3,1,25,9
2019,9,4,18,1,12,7
2019,12,7,21,4,58,7
2016,3,3,8,1,14,6
2017,5,7,13,1,25,1
2016,5,1,1,1,19,5
2015,10,6,16,2,19,4
2017,11,3,7,4,8,6
2019,3,4,20,1,23,6
2018,12,7,22,3,48,10
2020,5,7,23,2,36,10
2020,8,2,10,3,25,5
2020,1,6,3,1,19,3
2016,3,2,14,3,25,7
2016,12,6,9,3,5,1
2017,3,4,22,2,7,1
2016,7,4,20,3,5,1
2015,6,7,20,2,36,4
2020,3,6,13,2,9,10
2015,8,2,17,1,25,9
2018,12,5,27,4,25,3
2019,5,6,17,1,5,5
2015,2,3,17,3,5,9
2020,9,2,28,1,9,10
2019,6,6,28,3,5,5
2016,11,3,1,3,25,6
2020,12,5,10,2,19,10
2017,11,1,19,3,45,5
2017,1,1,1,2,25,3
2016,11,1,13,4,4,6
2015,10,1,4,1,19,6
2015,12,1,13,3,20,5
2018,11,6,16,1,25,6
2018,9,2,24,4,20,6
2018,12,6,28,3,5,7
2020,9,7,26,3,25,1
2018,10,4,3,2,12,1
2020,3,7,14,1,26,10
2020,3,4,11,2,38,10
2015,11,4,18,4,18,4
2015,11,5,12,3,10,1
2020,4,4,1,2,30,5
2019,4,2,22,3,19,5
2020,1,3,14,1,55,4
2018,7,3,31,3,25,10
2019,1,4,9,2,30,7
2020,8,4,19,2,30,7
2020,5,7,9,1,18,10
2017,9,6,1,2,41,4
2019,7,1,14,1,5,9
2015,1,3,13,2,19,6
2019,3,7,16,1,69,8
2020,6,2,8,3,1,10
2016,3,4,23,1,5,9
2016,9,6,30,3,15,1
2016,11,2,7,1,13,1
2018,9,3,25,3,1,10
2017,12,5,28,4,31,6
2018,11,1,25,2,18,10
2020,2,4,12,2,30,7
2018,10,7,6,2,19,6
2015,2,6,6,4,5,4
2018,8,6,24,3,1,10
2018,3,2,19,3,3,5
2017,8,2,14,3,61,9
2018,9,6,21,3,41,10
2015,3,6,13,3,56,2
2018,5,5,3,4,23,5
2016,10,7,29,2,19,1
2015,8,3,18,3,16,1
2018,8,5,9,3,15,10
2020,10,4,21,1,9,10
2019,6,6,7,3,62,1
2015,6,5,18,3,30,2
2018,3,1,18,2,24,6
2018,7,5,26,2,23,9
2017,9,2,4,3,3,5
2015,8,4,19,2,40,4
2016,7,6,15,3,46,9
2017,11,2,20,1,5,9
2015,3,7,7,1,5,4
2020,10,4,7,3,15,10
2020,4,3,21,2,39,10
2015,8,2,10,4,9,6
2019,4,6,5,2,32,5
2018,1,6,19,4,40,3
2019,12,1,22,3,1,5
2018,2,7,24,3,11,1
2015,7,6,3,2,41,9
2018,9,3,18,4,25,7
2017,9,7,23,3,13,1
2018,8,7,18,3,47,10
2018,12,3,4,2,38,10
2020,1,5,30,1,57,1
2020,9,3,15,1,25,10
2018,2,1,11,2,9,7
2020,9,1,13,2,17,10
2020,3,2,30,2,21,10
2017,4,3,4,4,35,6
2020,9,4,9,2,5,10
2015,9,3,8,2,55,7
2020,11,7,28,2,15,10
2016,10,7,29,3,19,1
2019,7,4,10,2,19,9
2018,1,1,14,2,11,6
2016,4,4,6,3,25,7
2015,3,5,5,3,38,1
2020,8,7,22,2,9,10
2015,10,1,4,2,12,5
2019,11,5,21,3,38,1
2019,11,3,26,2,5,8
2020,4,2,20,2,51,10
2020,10,7,3,2,15,10
2015,2,6,13,4,46,4
2019,4,1,21,3,25,1
2015,6,7,13,2,9,6
2016,4,7,23,3,23,5
2018,8,2,13,1,1,10
2019,10,4,23,3,30,7
2020,4,5,30,1,36,10
2016,9,1,18,2,4,5
2017,1,2,30,3,25,1
2015,10,4,28,1,5,8
2015,9,3,29,4,54,7
2015,6,7,27,2,31,5
2016,2,2,8,3,19,1
2015,1,7,17,3,5,9
2017,11,7,11,2,31,7
2020,6,6,5,2,15,10
2015,3,5,12,3,36,9
2015,12,3,29,3,7,3
2015,4,7,25,3,1,1
2020,5,7,16,2,64,10
2020,3,1,1,1,2,8
2020,8,2,17,2,9,10
2017,7,3,4,3,9,6
2015,11,2,30,2,25,1
2015,5,7,16,2,50,9
2018,7,3,10,4,25,1
2020,8,2,10,2,25,10
2015,10,6,23,3,55,5
2020,5,6,29,2,8,10
2019,1,6,4,3,19,1
2017,5,6,26,1,5,9
2018,4,5,26,4,33,5
2020,10,2,26,3,69,9
2017,6,2,26,1,55,6
2016,6,7,18,1,25,4
2020,11,7,14,2,13,7
2019,6,1,16,3,34,10
2016,1,1,10,2,33,1
2020,7,5,23,1,12,7
2020,3,4,25,2,15,10
2015,6,3,30,2,15,1
2020,3,4,18,2,61,10
2019,11,5,21,3,19,1
2019,4,2,29,1,45,9
2015,5,7,16,3,9,6
2016,3,7,12,1,35,1
2019,5,2,20,2,64,5
2016,1,7,16,3,33,1
2016,3,4,23,3,47,5
2020,9,7,5,3,45,10
2017,9,7,16,2,12,1
2020,6,4,17,2,3,10
2019,1,5,17,4,53,10
2015,7,6,24,4,10,4
2018,7,4,18,4,31,7
2019,8,2,12,2,38,8
2019,4,3,2,4,31,5
2019,3,7,16,4,53,6
2017,6,2,5,1,44,7
2020,9,5,3,3,42,10
2018,8,6,3,3,48,10
2020,8,4,12,3,9,7
2018,10,1,14,1,41,9
2015,5,7,2,2,19,2
2015,8,2,3,1,69,2
2016,5,4,25,3,58,1
2020,3,7,21,1,58,5
2020,9,4,16,2,15,4
2015,8,4,19,3,2,5
2015,6,3,2,2,20,8
2019,2,2,4,2,9,9
2019,3,5,21,3,39,7
2020,9,1,27,3,16,9
2019,2,7,9,2,30,9
2017,6,4,7,3,64,1
2015,5,5,7,4,4,3
2017,1,3,3,2,30,6
2020,9,6,11,2,64,10
2019,10,3,1,2,23,9
2018,11,1,18,1,4,6
2016,4,4,20,2,25,1
2017,2,6,3,3,5,1
2017,5,2,1,1,53,6
2019,11,6,22,2,5,9
2015,2,5,5,1,8,6
2015,5,4,6,3,5,5
2020,4,5,30,2,21,10
2018,8,6,31,3,19,3
2020,9,1,27,1,5,10
2019,12,6,20,3,45,9
2020,5,7,16,3,54,7
2020,3,2,9,1,30,5
2015,11,1,8,2,12,6
2019,2,4,13,3,54,10
2018,6,6,8,2,25,5
2015,1,6,30,2,41,4
2018,9,5,20,4,33,5
2019,6,3,11,2,5,9
2020,9,6,4,3,15,10
2016,11,1,27,3,12,4
2015,10,6,2,2,25,2
2016,3,2,28,3,19,6
2019,5,6,3,4,24,5
2018,9,1,30,1,39,6
2020,5,5,14,1,8,8
2020,4,3,28,3,19,10
2018,9,5,13,1,5,9
2015,8,4,19,3,48,8
2017,2,4,8,3,33,1
2019,10,3,8,4,5,7
2016,7,7,30,3,42,1
2020,9,3,8,2,24,10
2015,7,7,25,2,5,8
2016,3,5,10,4,5,5
2018,8,6,10,3,27,10
2017,8,1,20,4,12,1
2017,1,4,18,2,5,9
2019,5,1,5,4,33,8
2020,4,4,15,1,61,10
2015,10,1,4,1,45,7
2015,9,4,16,3,46,9
2020,4,7,4,4,30,6
2015,7,2,13,2,64,4
2018,12,7,29,4,37,3
2018,8,4,22,3,37,10
2020,8,7,1,2,45,10
2015,12,5,3,3,30,1
2016,1,4,27,2,25,7
2016,12,3,20,4,30,6
2017,3,3,14,1,14,2
2019,3,2,4,4,7,8
2017,9,3,19,2,42,9
2015,12,1,20,2,15,1
2020,3,6,6,3,27,10
2016,1,7,30,1,18,6
2017,6,7,10,3,25,9
2015,9,2,28,3,9,1
2015,4,1,19,4,5,8
2020,7,4,22,2,1,10
2018,1,6,5,1,19,9
2017,11,5,9,2,45,1
2018,1,3,9,4,5,6
2018,6,7,23,2,8,5
2016,10,4,26,3,5,1
2015,1,1,25,3,18,6
2020,1,6,31,4,25,6
2015,11,5,12,2,35,9
2016,2,5,25,3,30,1
2017,11,2,13,4,48,6
2019,12,2,30,1,40,10
2015,8,4,12,4,5,6
2020,4,7,4,3,3,4
2018,6,4,6,3,46,1
2018,4,2,16,3,23,7
2020,4,2,20,2,7,1
2018,8,6,10,4,11,3
2019,2,4,13,3,5,8
2020,8,2,3,2,25,10
2020,10,5,22,3,8,10
2018,11,5,22,3,48,10
2017,8,1,13,3,9,6
2018,5,4,2,4,9,5
2015,10,6,9,3,45,6
2015,3,3,17,3,9,1
2015,10,1,18,1,50,4
2019,4,2,8,3,19,10
2015,5,1,31,3,3,1
2018,1,5,11,3,5,1
2018,12,3,25,2,25,5
2016,1,7,2,3,64,1
2016,2,6,26,3,11,3
2018,3,4,28,3,3,7
2015,5,7,23,1,28,8
2018,1,3,30,3,19,1
2015,10,7,24,2,13,1
2019,11,3,5,3,32,5
2018,2,3,6,3,28,9
2016,5,2,2,4,29,6
2016,1,7,2,4,25,3
2018,10,6,26,3,11,1
2016,8,7,6,4,13,1
2016,1,1,17,4,9,5
2017,5,3,9,2,5,1
2017,7,6,14,3,9,7
2018,10,4,3,4,9,7
2018,7,6,20,2,9,10
2020,8,2,24,2,44,7
2018,2,3,27,3,4,3
2020,5,6,8,2,33,10
2020,6,6,19,2,38,10
2018,6,2,18,3,55,10
2020,3,7,14,2,28,10
2015,8,4,19,4,31,6
2018,3,7,17,4,12,7
2017,2,6,24,3,8,8
2019,4,1,14,2,2,5
2017,1,1,29,3,33,5
2017,2,1,26,3,25,1
2020,4,4,15,4,18,4
2016,2,3,9,2,5,1
2015,5,4,6,2,30,9
2015,2,6,6,4,3,3
2017,2,3,7,3,5,8
2017,4,2,17,3,9,5
2016,7,4,13,3,33,1
2016,1,2,25,2,28,9
2020,4,3,7,1,25,10
2020,10,7,17,2,64,5
2020,11,6,13,4,14,7
2015,4,1,12,3,19,7
2017,4,7,22,2,19,9
2020,6,2,29,2,25,10
2016,6,7,18,4,18,6
2017,9,5,21,1,55,9
2015,7,3,28,2,63,9
2017,8,3,15,1,9,1
2019,3,4,27,3,5,8
2019,8,7,3,3,5,4
2017,10,1,22,3,23,9
2019,7,4,31,1,39,7
2015,5,7,30,3,3,7
2020,9,3,1,3,9,1
2019,2,6,1,1,30,6
2020,3,6,20,2,30,2
2020,4,2,20,3,30,6
2020,1,5,30,2,25,1
2016,3,7,19,4,3,5
2015,7,6,3,4,7,5
2015,7,5,30,2,5,9
2020,3,5,12,3,28,10
2017,7,2,10,2,17,9
2019,4,5,25,2,54,7
2020,4,5,23,2,45,10
2019,3,1,3,2,5,9
2018,2,3,6,4,40,8
2020,7,7,11,3,39,3
2019,11,5,7,3,30,7
2019,9,1,8,2,17,10
2017,5,7,6,2,2,9
2015,3,6,13,2,15,6
2020,6,7,20,3,45,10
2020,5,5,14,2,38,10
2020,4,6,10,3,8,10
2016,6,3,14,1,63,6
2020,4,7,25,3,45,10
2017,10,3,3,1,23,9
2016,4,1,10,3,35,5
2019,5,1,12,2,12,7
2018,10,5,25,3,47,7
2019,12,3,10,3,63,7
2016,4,5,21,1,30,9
2018,7,3,24,3,30,6
2015,7,4,22,3,19,1
2020,11,3,3,1,2,7
2016,3,5,10,1,2,8
2015,8,2,10,4,1,1
2017,9,7,16,1,41,9
2017,3,2,27,2,5,5
2017,2,5,2,1,25,1
2020,5,3,19,3,31,7
2015,2,5,26,2,1,1
2016,8,1,14,3,23,8
2019,5,4,8,4,5,5
2020,3,2,23,1,48,5
2016,10,2,31,3,25,7
2020,6,1,14,3,9,6
2015,10,1,11,4,14,6
2018,2,3,13,3,25,6
2017,8,1,13,3,12,9
2016,10,1,30,3,48,4
2018,3,7,24,1,39,6
2015,2,6,27,4,30,3
2017,9,4,27,3,35,8
2015,5,1,3,3,25,6
2016,10,1,16,3,45,3
2016,4,5,28,2,5,9
2015,11,2,2,2,52,8
2019,8,5,8,1,1,1
2015,9,2,14,3,11,1
2020,12,7,19,1,5,9
2020,3,6,6,4,1,10
2017,3,6,17,1,64,5
2020,3,2,16,3,38,10
2019,12,6,13,3,19,5
2020,6,2,1,2,12,7
2018,8,7,11,3,9,3
2016,6,5,23,3,15,8
2016,5,6,6,3,59,1
2018,12,2,3,2,9,10
2017,1,7,14,2,30,5
2019,2,6,1,1,5,9
2018,10,1,28,3,15,1
2017,3,3,7,4,30,6
2015,6,3,30,3,12,8
2020,3,6,20,3,72,10
2020,12,5,3,2,58,1
2016,12,4,7,2,19,9
2015,7,1,26,3,25,1
2019,12,6,13,2,5,10
2017,8,3,22,3,9,6
2017,12,6,22,3,48,6
2019,6,7,1,2,7,4
2015,8,6,14,3,31,1
2015,3,3,10,2,9,8
2020,11,4,25,4,13,6
2020,4,1,12,1,47,10
2017,6,4,14,4,30,1
2018,6,4,20,2,70,5
2020,8,1,30,2,7,8
2016,4,3,19,4,15,6
2019,6,7,15,1,5,9
2015,7,1,26,3,70,6
2020,7,4,1,3,54,5
2020,8,5,27,2,11,4
2015,9,5,3,3,5,1
2016,8,3,9,3,15,7
2020,5,4,13,2,60,10
2019,3,4,6,4,10,8
2019,2,6,8,3,9,3
2020,10,2,19,3,7,1
2016,8,2,22,3,48,3
2017,12,1,31,2,9,6
2020,8,1,23,4,8,3
2015,11,1,8,2,9,1
2016,10,7,15,3,19,8
2019,6,6,7,2,18,8
2019,3,2,11,3,53,1
2016,2,3,16,3,45,1
2016,12,7,3,4,30,3
2016,8,6,26,1,30,1
2017,11,6,24,3,8,5
2017,12,2,4,1,25,6
2018,9,3,25,2,5,10
2015,12,4,2,3,32,1
2015,10,5,29,3,5,4
2017,1,5,5,4,25,7
2020,6,7,6,1,25,10
2018,2,4,28,3,36,5
2016,1,5,28,2,25,5
2016,9,1,25,3,56,5
2015,7,3,28,2,23,9
2019,9,7,7,2,50,5
2020,8,2,3,2,38,10
2020,11,1,15,1,9,10
2020,9,7,26,3,24,10
2016,4,3,26,2,5,9
2018,6,4,6,3,4,6
2020,6,3,30,2,9,10
2017,5,1,14,3,25,1
2020,7,2,13,1,25,1
2017,4,3,11,3,11,1
2017,2,5,9,3,1,1
2019,8,7,24,4,21,7
2019,6,5,6,2,25,1
2017,3,2,20,1,9,9
2017,2,2,27,2,64,9
2019,11,1,17,3,20,5
2018,6,1,10,3,39,10
2020,6,3,2,2,18,10
2017,1,5,12,3,5,4
2016,8,5,4,4,30,8
2017,3,3,28,3,30,3
2017,6,7,10,4,53,7
2015,12,4,2,4,4,6
2016,5,5,5,3,54,9
2018,11,5,15,1,40,1
2020,3,5,12,1,18,10
2020,5,6,8,2,17,9
2015,3,7,28,1,12,4
2015,9,3,15,2,37,5
2015,10,1,11,2,12,7
2019,3,5,28,1,25,9
2015,1,2,26,2,52,2
2015,4,5,16,4,5,6
2020,9,6,11,2,18,10
2017,3,1,26,3,25,1
2020,4,3,7,2,5,1
2020,6,1,28,1,15,10
2017,11,4,15,2,45,8
2015,4,5,2,3,33,1
2017,5,4,24,3,3,1
2015,2,2,16,2,27,6
2020,6,1,14,1,7,1
2019,8,3,20,1,23,9
2019,12,5,26,2,55,7
2016,9,7,24,2,25,1
2015,3,6,6,3,3,6
